id	en	ms
500	O you who believe, do not enter other houses except yours without first asking permission and saluting the inmates. This is better for you: You may haply take heed	Wahai orang-orang yang beriman, janganlah kamu masuk ke dalam mana-mana rumah yang bukan rumah kamu, sehingga kamu lebih dahulu meminta izin serta memberi salam kepada penduduknya; yang demikian adalah lebih baik bagi kamu, supaya kamu beringat (mematuhi cara dan peraturan yang sopan itu
501	As for women you feel are averse, talk to them suasively; then leave them alone in bed (without molesting them) and go to bed with them (when they are willing	Dan perempuan-perempuan yang kamu bimbang melakukan perbuatan derhaka (nusyuz) hendaklah kamu menasihati mereka, dan (jika mereka berdegil) pulaukanlah mereka di tempat tidur, dan (kalau juga mereka masih degil) pukulah mereka (dengan pukulan ringan yang bertujuan mengajarnya
502	"When it is said to them: ""Bow in homage,"" they do not bow"	"Dan apabila dikatakan kepada mereka (yang ingkar): ""Taatlah dan kerjakanlah sembahyang"", mereka enggan mengerjakannya"
503	Then move with the crowd impetuously, and pray God to forgive you your sins. God is surely forgiving and kind	Selain dari itu hendaklah kamu bertolak turun dari (Arafah) tempat bertolaknya orang ramai, dan beristighfarlah kamu kepada Allah (dengan memohon ampun), sesungguhnya Allah Maha Pengampun, lagi Maha Mengasihani
504	"He replied: ""Only God will bring it on you if He please, and you cannot prevail against Him"	"Nabi Nuh menjawab: ""Sesungguhnya Allah jualah yang akan mendatangkan azabNya itu kepada kamu jika Ia kehendaki, dan kamu tidak sekali-kali akan dapat melemahkan kuasa Allah"
505	And We relate to you all the accounts of Noble Messengers, in order to steady your heart with it; and in this the truth has come to you, and for the Muslims a preaching and advice	Dan tiap-tiap berita dari berita Rasul-rasul itu, kami ceritakan kepadamu (wahai Muhammad), untuk menguatkan hatimu dengannya. Dan telah datang kepadamu dalam berita ini kebenaran dan pengajaran serta peringatan bagi orang-orang yang beriman
506	And give us what You have promised us through Your Noble Messengers, and do not humiliate us on the Day of Resurrection; indeed You do not break the promise	Berikanlah kepada kami pahala yang telah Engkau janjikan kepada kami melalui Rasul-rasulMu, dan janganlah Engkau hinakan kami pada hari kiamat; sesungguhnya Engkau tidak memungkiri janji
507	ALL THAT THERE is in the heavens and the earth sings the praises of God. His the sovereignty and His is the praise, and He has power over everything	Segala yang ada di langit dan yang ada di bumi sentiasa mengucap tasbih kepada Allah; bagiNyalah kuasa pemerintahan, dan bagiNyalah segala pujian; dan Ia Maha Kuasa atas tiap-tiap sesuatu
508	It did not befit them to enter the mosques except in fear; for them is disgrace in this world, and a terrible punishment in the Hereafter	Orang-orang yang demikian, tidak sepatunya masuk ke dalam masjid-masjid itu melainkan dengan rasa penuh hormat dan takut kepada Allah (bukan secara yang mereka lakukan itu). Mereka (dengan perbuatan itu) akan beroleh kehinaan di dunia, dan di akhirat kelak mereka mendapat azab seksa yang amat besar
509	The histories of apostles that We relate to you are (meant) to strengthen your heart	Dan tiap-tiap berita dari berita Rasul-rasul itu, kami ceritakan kepadamu (wahai Muhammad), untuk menguatkan hatimu dengannya
510	If He asks for all you possess and insist upon it, you will become niggardly, and it will bring out your malevolence	Tabiat kamu wahai manusia) jika Tuhan meminta kepada kamu harta benda kamu serta mendesak kamu memberikanNya, nescaya kamu akan berlaku bakhil kedekut, dan kebakhilan itu akan melahirkan kemarahan dan kebencian kamu
511	Fear the day when no man will stand up for man in the least, and no ransom avail nor intercession matter nor help reach	Dan peliharalah diri kamu dari (huru-hara) hari kiamat (yang padanya) seseorang tidak dapat mengganti atau melepaskan orang lain sedikitpun, dan tidak akan diterima daripadanya sebarang tebusan, dan tidak akan memberi manfaat kepadanya sebarang syafaat; dan orang-orang yang salah itu tidak akan ditolong (dari azab sengsara
512	Whose hearts are filled with awe when the name of God is mentioned before them, who endure with fortitude what befalls them, and fulfil their moral obligations, and expend of what We have given them	Iaitu orang-orang yang apabila disebut nama Allah, gerun gementarlah hati mereka, dan orang-orang yang sabar (cekal hati) terhadap kesusahan yang menimpa mereka, dan orang-orang yang mendirikan sembahyang, serta orang-orang yang mendermakan sebahagian dari rezeki yang Kami berikan kepadanya
513	Yet these are the people for whom there is nothing but Fire in the world to come. Fruitless will be what they have fashioned, and whatever they have done will perish	Merekalah orang-orang yang tidak ada baginya pada hari akhirat kelak selain daripada azab neraka, dan pada hari itu gugurlah apa yang mereka lakukan di dunia, dan batalah apa yang mereka telah kerjakan
514	"But he remarked: ""Even if we are disgusted with it"	"Nabi Syuaib menjawab: ""Adakah (kamu hendak melakukan yang demikian) sekalipun kami tidak menyukainya"
515	Surely those who believe, and those who leave their homes and fight in the way of God, may hope for His benevolence, for God is forgiving and kind	Sesungguhnya orang-orang yang beriman, dan orang-orang yang berhijrah serta berjuang pada jalan Allah (untuk menegakkan ugama Islam), mereka itulah orang-orang yang mengharapkan rahmat Allah. Dan (ingatlah), Allah Maha Pengampun, lagi Maha Mengasihani
516	He sends thunder-bolts and strikes whosoever He will with them: Even then it is God they contend about! But mighty is He in (His) power	Dan Dia lah juga yang menghantarkan petir, lalu Ia mengenakan dengan panahannya kepada sesiapa yang dikehendakinya Dan mereka yang ingkar itu membantah (serta mendustakan Rasul) mengenai perkara yang berhubung dengan Allah (dan kuat kuasaNya) Padahal Ia Amat keras azab seksanya
517	"Have you not seen the people who were told: ""Hold back your hands (from attacking), observe your devotional obligations and pay the zakat"	"Tidakkah engkau (hairan) melihat (wahai Muhammad), akan orang-orang yang (pernah) dikatakan kepada mereka: ""Tahanlah tangan kamu (daripada bertindak melancarkan perang yang belum diizinkan), dan dirikanlah sembahyang serta berikanlah zakat"
518	"Whenever a Surah is revealed they look at each other (so as to ask): ""Is anyone looking at Us?"" and then turn away"	"Dan apabila diturunkan satu surah dari Al-Quran (mendedahkan keburukan orang-orang munafik itu) setengah mereka memandang kepada setengahnya yang lain sambil berkata: ""Adakah sesiapa nampak kamu (kalau kita undur dari sini"
519	It is a (source) of greatness for you and your people. You will surely be questioned about it	Dan sesungguhnya Al-Quran itu memberikan kemuliaan dan peringatan kepadamu (wahai Muhammad) dan kepada kaummu; dan kamu akan ditanya kelak (tentang isi kandungannya yang kamu telah amalkan
520	"Then He said to Adam: ""Convey to them their names"	"Allah berfirman: ""Wahai Adam! Terangkanlah nama benda-benda ini semua kepada mereka"
521	What) you worship besides Him are nothing but names that you and your fathers have assigned, for which no sanction has been sent down by God	Apa yang kamu sembah, yang lain dari Allah, hanyalah nama-nama yang kamu menamakannya, kamu dan datuk nenek kamu, Allah tidak pernah menurunkan sebarang bukti yang membenarkannya
522	Give tidings to the hypocrites that painful is their doom	Sampaikanlah khabar berita kepada orang-orang munafik: bahawa sesungguhnya disediakan untuk mereka azab seksa yang tidak terperi sakitnya
523	But he could not scale the steep ascent	Dalam pada itu manusia tidak (memilih jalan kebaikan) merempuh masuk mengerjakan amal-amal yang tinggi darjatnya di sisi Tuhan
524	So, those who believed and did good things will be admitted to His favour by their Lord. This will be a clear triumph	Adapun orang-orang yang beriman dan beramal soleh, maka mereka akan dimasukkan oleh Tuhan mereka ke dalam rahmatNya; yang demikian itu ialah kemenangan yang besar
525	He surely knows what state you are in; and on the day they go back to Him. He will tell them what they used to do, for God has knowledge of everything	Sesungguhnya Ia mengetahui keadaan yang kamu berada padanya (wahai umat manusia); dan pada hari umat manusia itu kembali kepadaNya, maka Ia akan menerangkan kepada mereka segala yang mereka kerjakan, kerana sesungguhnya Allah Maha Mengetahui akan tiap tiap sesuatu
526	This is a reminder for those who are observant	Perintah-perintah Allah yang demikian adalah menjadi peringatan bagi orang-orang yang mahu beringat
527	Except Iblis. He was filled with pride and turned an unbeliever	Melainkan Iblis; ia berlaku sombong takbur (mengingkarinya) serta menjadilah ia dari golongan yang kafir
528	"And Abraham said: ""God makes the sun rise from the East; so you make it rise from the West,"" and dumbfounded was the infidel"	"Nabi Ibrahim berkata lagi: ""Sesungguhnya Allah menerbitkan matahari dari timur, oleh itu terbitkanlah dia dari barat?"" Maka tercenganglah orang yang kafir itu (lalu diam membisu"
529	Do not mock the decrees of God, and remember the favours God has bestowed on you, and revealed to you the Book and the Law to warn you of the consequences of doing wrong	Dan kenanglah nikmat Allah yang diberikan kepada kamu, (dan kenanglah) apa yang diturunkan kepada kamu iaitu Kitab (Al-Quran) dan ilmu hikmat, untuk memberi pengajaran kepada kamu dengannya
530	We created the heavens and the earth and all that lies between them, in six spans, and no weariness came upon Us	Dan demi sesungguhnya! Kami telah menciptakan langit dan bumi serta segala yang ada di antara keduanya dalam enam masa, dan Kami tidak mengalami sebarang susah payah
531	The disciples said, “We are the aides of Allah’s religion; we believe in Allah, and you bear witness that we are Muslims	"Orang-orang ""Hawariyyuun"" (Penyokong-penyokong Nabi Isa) berkata: ""Kamilah penolong-penolong (utusan) Allah. Kami telah beriman kepada Allah, dan saksikanlah (wahai Nabi Allah) sesungguhnya kami ialah orang-orang Islam (yang berserah bulat-bulat kepada Allah"
532	Verily in their accounts is a lesson for men of wisdom	Demi sesungguhnya, kisah Nabi-nabi itu mengandungi pelajaran yang mendatangkan iktibar bagi orang-orang yang mempunyai akal fikiran
533	Have trust in God the Living, who will never die, and sing His hallelujas; for He is well aware of the sins of His creatures	Dan berserahlah engkau kepada Allah Tuhan Yang Hidup, yang tidak mati; serta bertasbihlah dengan memujiNya; dan cukuplah Ia mengetahui secara mendalam akan dosa-dosa hambaNya
534	It is here that Zakaria prayed to his Lord; he said, “My Lord	"Ketika itu Nabi Zakaria berdoa kepada Tuhannya, katanya:"" Wahai Tuhanku"
535	Yet We have not sent you but to give good tidings and to warn	Dan tidaklah Kami mengutusmu (wahai Muhammad) melainkan sebagai pembawa berita gembira (kepada orang-orang yang beriman) dan pemberi amaran (kepada orang-orang yang ingkar
536	We shall cast out any grudge they may have in their hearts. (There) they will sit on couches face to face like brothers together	Dan Kami cabut akan apa yang ada dihati mereka dari perasaan hasad dengki sehingga menjadilah mereka bersaudara (dalam suasana kasih mesra), serta mereka duduk berhadap-hadapan di atas pelamin masing-masing
537	God is sufficient for you, O Prophet, and the faithful who follow you	Wahai Nabi, cukuplah Allah menjadi Penolongmu, dan juga pengikut-pengikutmu dari orang-orang yang beriman
538	And Our command is but one (word) swift as the winking of an eye	Dan hal Kami (dalam melaksanakan apa yang Kami kehendaki), hanyalah satu cara sahaja, (cepat jadinya) seperti sekelip mata
539	O My creatures, there will be no fear or regret	"Mereka - yang bertaqwa - itu, diberi penghormatan serta diseru oleh Allah Taala dengan firmanNya): ""Wahai hamba-hambaku! Pada hari ini kamu tidak akan merasai sebarang kebimbangan (dari sesuatu yang tidak baik); dan kamu pula tidak akan berdukacita"
